661,173,0.000729,27,8.061,41
661,69,0.002916,27,15.435,41
661,26,0.011664,27,45.774,60
661,8,0.046656,27,132.9,41
1478,377,0.00032991,18,19.781,41
1478,147,0.0013196,18,36.335,41
1478,54,0.0052786,18,77.034,41
1478,17,0.021114,18,394.29,41
3295,823,0.00014487,12,53.274,41
3295,311,0.00057947,12,92.281,41
3295,102,0.0023179,12,202.44,41
3295,34,0.0092715,12,1384.4,60
7302,1789,6.4905e-05,8,169.95,41
7302,687,0.00025962,8,265.39,41
7302,223,0.0010385,8,549.59,41
7302,71,0.004154,8,1998.1,41
